"","entidad","munici","ds2","ds3","ds5a","ds6","ds7","ds8","ds10","ds16","ds21","tb02","dm1b","dm1d","di1a","di1b","di1c","di1d","di1e","di1f","di1h","al1","di1g","ds9","ds14","ds22","ds23","tb06","dm4b","dm4d","di4a","di4b","di4c","di4d","di4e","di4f","di4h","al3"
"55644",1,0.0290909090909091,1,0.6,1,0,0,0.5,1,0.785714285714286,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0,0.272727272727273,0.333333333333333,0.285714285714286,1,1,1,1,1,1,1,1,1,0.285714285714286
"55645",1,0.0290909090909091,0,0.6,1,0,0,0.5,0,0.357142857142857,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.272727272727273,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"55646",1,0.0290909090909091,1,0,1,1,0,1,1,1,1,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,1,1,1,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"55647",1,0.0290909090909091,1,0.2,0,1,0,0.5,0,0,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"55650",1,0.0290909090909091,0,0.2,1,1,1,0.5,1,0.785714285714286,1,0.125,0.125,0.125,0,0.125,0.125,0.125,0,0.125,0.125,0,0.125,0.0714285714285714,0,1,1,0.142857142857143,1,1,0.142857142857143,1,1,1,0.142857142857143,1,1,0.142857142857143
"55652",1,0.0290909090909091,0,0.8,1,0.6,0,0.5,0,0,0,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,0,0.333333333333333,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"55655",1,0.0290909090909091,1,0.8,0,1,0,0.5,1,0.857142857142857,1,0.25,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0.153846153846154,1,1,1,1,1,1,1,1,1,1,1,1,0.285714285714286
"55656",1,0.0290909090909091,0,0,1,1,0.8,1,1,0.714285714285714,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0.0769230769230769,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"55658",1,0.0290909090909091,0,0.8,1,0,0,0.5,1,0.857142857142857,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,0.153846153846154,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.285714285714286
"55661",1,0.0290909090909091,1,0,1,1,0,1,1,0.714285714285714,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0.0769230769230769,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"55663",1,0.0290909090909091,0,0.2,1,1,0,0.5,1,1,1,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0612244897959184,0.923076923076923,1,1,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"55664",1,0.0290909090909091,1,0.6,1,0,0,0.5,0,0.357142857142857,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0306122448979592,1,0.0909090909090909,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1
"55679",1,0.0290909090909091,1,0.8,1,0.8,0.6,0.5,1,0.785714285714286,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0.692307692307692,0.181818181818182,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1
"55681",1,0.0290909090909091,1,0.2,1,0,0,0.5,0,0.285714285714286,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.0909090909090909,0.333333333333333,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"55684",1,0.0290909090909091,0,0.4,1,0.2,0,0.5,0,0.428571428571429,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"55688",1,0.0290909090909091,0,0,1,0.2,0,0.5,0,0.357142857142857,0,0,0,0.125,0,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.0909090909090909,0.333333333333333,0,0.142857142857143,1,0.142857142857143,0.142857142857143,1,1,1,1,1,0.142857142857143
"55691",1,0.0290909090909091,0,0,1,0.2,0,0.5,0,0.428571428571429,1,0.125,0,0.125,0,0.125,0,0.125,0.125,0.125,0.125,0,0,0.0306122448979592,1,1,1,0.142857142857143,0.142857142857143,1,0.142857142857143,1,0.142857142857143,1,1,1,1,0.142857142857143
"55693",1,0.0290909090909091,1,0.4,1,0.2,1,0.5,0,0.428571428571429,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.181818181818182,0,1,1,1,1,1,1,1,1,1,1,0.142857142857143
