"","entidad","munici","ds2","ds3","ds5a","ds6","ds7","ds8","ds10","ds16","ds21","tb02","dm1b","dm1d","di1a","di1b","di1c","di1d","di1e","di1f","di1h","al1","di1g","ds9","ds14","ds22","ds23","tb06","dm4b","dm4d","di4a","di4b","di4c","di4d","di4e","di4f","di4h","al3"
"20695",0.354838709677419,0.0545454545454545,0,0.6,0,0,0,0.5,0,0.5,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,0.0909090909090909,0.333333333333333,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"20703",0.354838709677419,0.0545454545454545,0,0.6,1,0.2,0,0.5,0,0.571428571428571,1,0,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,1,1,0.142857142857143,1,1,1,0.428571428571429,1,1,1,1,1,0.142857142857143
"20704",0.354838709677419,0.0545454545454545,0,0.2,1,1,0,0.5,0,0.571428571428571,1,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,1,1,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"20705",0.354838709677419,0.0545454545454545,0,0,1,1,0,1,0,0.714285714285714,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0408163265306122,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"20710",0.354838709677419,0.0545454545454545,0,0.8,1,0,0,0,0,0.571428571428571,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,1,1,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"20725",0.354838709677419,0.0618181818181818,0,1,1,0,0,0.5,0,0.428571428571429,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0,1,0,1,0.142857142857143,1,1,1,1,1,1,1,1,1,1
"20734",0.354838709677419,0.0618181818181818,0,0.6,1,0,0,1,0,0.214285714285714,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,1,0,0.333333333333333,0.571428571428571,1,1,1,1,1,1,1,1,1,0.142857142857143
"20740",0.354838709677419,0.0618181818181818,1,0.8,1,0,0,0.5,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0816326530612245,1,0,1,0.142857142857143,1,1,1,1,1,1,1,1,1,1
"20742",0.354838709677419,0.0618181818181818,0,0.6,1,1,0,0.5,0,0.285714285714286,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0612244897959184,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,1
"20748",0.354838709677419,0.0618181818181818,0,0.6,0,0,0,0.5,0,0.428571428571429,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,1,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"20759",0.354838709677419,0.0618181818181818,0,0.4,0,1,1,1,0,0.714285714285714,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0612244897959184,1,1,1,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"20761",0.354838709677419,0.0618181818181818,1,0.2,1,0.2,0,0.5,0,0.214285714285714,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,0.923076923076923,0.181818181818182,0.333333333333333,0.285714285714286,1,1,1,1,1,1,1,1,1,0.285714285714286
"20771",0.354838709677419,0.0618181818181818,0,0.2,1,1,0,0.5,0,0.428571428571429,1,0,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"20773",0.354838709677419,0.0618181818181818,0,1,1,0,0,0,0,0.428571428571429,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,1,1,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"20774",0.354838709677419,0.0618181818181818,0,0,1,1,0,0,0,0.428571428571429,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,1,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"20781",0.354838709677419,0.0654545454545455,0,0.4,1,0,0,0.5,0,0.285714285714286,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,0,0.333333333333333,1,1,1,0.142857142857143,1,1,1,1,1,1,0.285714285714286
"20791",0.354838709677419,0.0654545454545455,0,0.6,0,0.4,0,0.5,0,0.571428571428571,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"20792",0.354838709677419,0.0654545454545455,0,0.6,0,0,0,0.5,0,0.571428571428571,0,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,1,0.454545454545455,0.333333333333333,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"20796",0.354838709677419,0.0654545454545455,0,0.2,1,0,0,0.5,0,0.571428571428571,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0408163265306122,1,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.285714285714286
"20801",0.354838709677419,0.0654545454545455,0,0.4,0,0,0,0.5,0,0.571428571428571,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,0.272727272727273,0.333333333333333,0.285714285714286,1,1,1,1,1,1,1,1,1,0.142857142857143
"20806",0.354838709677419,0.0672727272727273,0,0.2,1,1,1,0.5,0,0.428571428571429,1,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"20810",0.354838709677419,0.0672727272727273,0,0.2,1,1,0,0.5,0,0.428571428571429,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"20823",0.354838709677419,0.0672727272727273,1,0.6,1,0.2,0,0.5,0,1,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"20841",0.354838709677419,0.0672727272727273,0,0.8,1,0,1,0.5,0,0,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,0.0909090909090909,0.333333333333333,1,1,1,0.285714285714286,1,1,1,1,1,1,0.285714285714286
"20843",0.354838709677419,0.0672727272727273,0,0.6,1,0.2,0,0.5,0,0.285714285714286,0,0.25,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.363636363636364,0.333333333333333,1,1,1,1,0.285714285714286,1,1,1,1,1,0.142857142857143
"20850",0.354838709677419,0.0672727272727273,0,0,1,1,0,0.5,0,0.428571428571429,1,0.25,0.125,0.125,0,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,1,1,1,1,1,0.142857142857143,0.142857142857143,1,1,1,1,1,0.142857142857143
"20854",0.354838709677419,0.0672727272727273,1,0.4,0,0,0.8,0.5,0,0.642857142857143,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.0909090909090909,0,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"20855",0.354838709677419,0.0672727272727273,0,0,1,1,0.8,1,0,0.714285714285714,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,1,1,1,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"20856",0.354838709677419,0.0672727272727273,1,1,1,0.8,0,0.5,1,0.785714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,0,0.0909090909090909,0.333333333333333,0.285714285714286,1,1,1,1,1,1,1,1,1,0.142857142857143
"20858",0.354838709677419,0.0672727272727273,1,0.6,0,1,0.2,0.5,0,0.642857142857143,1,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,1,1,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"20864",0.354838709677419,0.0672727272727273,0,0.6,1,0,0,0.5,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,0.363636363636364,0,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"20868",0.354838709677419,0.0690909090909091,0,0.4,1,0,0,0.5,0,0.571428571428571,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0408163265306122,1,0.272727272727273,0.333333333333333,1,1,1,0.285714285714286,1,1,1,1,1,1,0.142857142857143
"20870",0.354838709677419,0.0690909090909091,0,0.4,1,0,0,0.5,0,0.571428571428571,0,0.125,0.125,0.125,0,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.272727272727273,0.333333333333333,0.142857142857143,1,1,0.142857142857143,0.142857142857143,1,1,1,1,1,0.142857142857143
"20886",0.354838709677419,0.0690909090909091,0,0.8,0,0,0,0.5,0,0.571428571428571,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,1,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"20891",0.354838709677419,0.0745454545454545,1,0.6,1,0.4,0,0.5,0,0.571428571428571,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,1,1,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"20896",0.354838709677419,0.0745454545454545,1,0,1,1,0,1,1,0.714285714285714,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0.0769230769230769,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"20906",0.354838709677419,0.0745454545454545,1,0,1,1,0,1,1,0.714285714285714,1,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0408163265306122,0.0769230769230769,1,1,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0
"20907",0.354838709677419,0.0745454545454545,1,0.8,1,0,0,0.5,1,0.785714285714286,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,0,0.0909090909090909,0.333333333333333,1,1,1,1,1,1,1,1,1,1,0.571428571428571
"20914",0.354838709677419,0.0745454545454545,0,0,0,1,0,1,0,0.714285714285714,1,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,1,1,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"20923",0.354838709677419,0.0745454545454545,0,0,1,1,1,0,0,1,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,1,1,1,1,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"20945",0.354838709677419,0.08,1,0.8,0,0.2,0,0,0,0.571428571428571,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,1,1,0,0,0.428571428571429,1,1,1,1,1,1,1,1,1,0.285714285714286
"20949",0.354838709677419,0.08,0,0,0,1,0,1,0,0.714285714285714,1,0.125,0.125,0.125,0,0,0.125,0.125,0.125,0.125,0.125,1,0.125,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"20971",0.354838709677419,0.08,1,0,0,1,0,1,1,0.714285714285714,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,0.0769230769230769,1,1,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"20987",0.354838709677419,0.0818181818181818,0,0,0,1,1,1,0,0.428571428571429,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0,0.333333333333333,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"20990",0.354838709677419,0.0818181818181818,0,0,1,1,1,1,1,0.714285714285714,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0.0769230769230769,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"20998",0.354838709677419,0.0818181818181818,0,0.4,1,0,0,0.5,0,0.142857142857143,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0612244897959184,1,0.181818181818182,0.333333333333333,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"21010",0.354838709677419,0.0818181818181818,1,0.6,0,0,0,0.5,1,0.785714285714286,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0.923076923076923,0.272727272727273,0,1,1,1,1,1,1,1,1,1,1,0
"21021",0.354838709677419,0.0836363636363636,0,0,0,1,1,1,1,0.714285714285714,1,0,0.125,0.125,0,0,0,0,0,0,0.125,0,0,0.0204081632653061,0.0769230769230769,1,1,0,1,1,0,0.142857142857143,0.142857142857143,0.142857142857143,0,0,1,0
"21034",0.354838709677419,0.0890909090909091,0,0.2,0,1,0,0.5,0,0.571428571428571,1,0.25,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"21035",0.354838709677419,0.0890909090909091,0,0.2,1,0.2,0,0.5,0,0.214285714285714,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.0909090909090909,1,0.285714285714286,1,1,1,1,1,1,1,1,1,0.285714285714286
"21036",0.354838709677419,0.0890909090909091,1,0.8,0,0.4,0.8,0,0,0.428571428571429,0,0.25,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,1,1,0.181818181818182,0.333333333333333,1,1,0.428571428571429,1,1,1,1,1,1,1,0.285714285714286
"21054",0.354838709677419,0.0890909090909091,0,0.8,1,0,0,0.5,0,0.428571428571429,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0,0.125,0.125,0,0.125,0.0102040816326531,1,0.0909090909090909,0.333333333333333,1,1,1,0.142857142857143,1,1,1,0.142857142857143,1,1,0.142857142857143
"21056",0.354838709677419,0.0890909090909091,0,0.4,0,1,0,0.5,0,0.214285714285714,0,0.125,0,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0,0,0.0102040816326531,1,0,0.333333333333333,0.142857142857143,0.142857142857143,1,1,1,0.142857142857143,1,1,1,1,0.142857142857143
"21062",0.354838709677419,0.0890909090909091,0,0.2,1,0.2,0,0.5,0,0.285714285714286,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21079",0.354838709677419,0.0927272727272727,0,0.8,1,0.2,0,0.5,0,0.0714285714285714,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0408163265306122,1,0.0909090909090909,0.333333333333333,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"21081",0.354838709677419,0.0927272727272727,1,0.6,0,0.2,0,0.5,1,0.785714285714286,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,0,0.0909090909090909,0.333333333333333,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"21127",0.354838709677419,0.0927272727272727,0,0.4,1,0.2,0,0.5,1,0.571428571428571,0,0.125,0.125,0.125,0,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0,0.923076923076923,0.363636363636364,0.333333333333333,0.142857142857143,1,1,0.142857142857143,0.285714285714286,1,1,1,1,1,0.142857142857143
"21137",0.354838709677419,0.0927272727272727,0,0.4,0,1,0,0.5,0,0.571428571428571,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,1,1,0.285714285714286,1,1,1,1,1,1,1,1,1,0.285714285714286
"21138",0.354838709677419,0.0927272727272727,1,0.8,0,0.2,0,0.5,1,0.785714285714286,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,0,0,0.333333333333333,1,1,1,0.285714285714286,1,1,1,1,1,1,0.285714285714286
"21143",0.354838709677419,0.0945454545454545,0,0.8,1,0,0,0,0,0.428571428571429,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,1,1,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21145",0.354838709677419,0.0945454545454545,0,0.2,1,1,1,1,1,0.714285714285714,1,0,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0.0769230769230769,1,1,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"21154",0.354838709677419,0.0945454545454545,0,0,1,1,0,1,1,0.714285714285714,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0.0769230769230769,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21158",0.354838709677419,0.0945454545454545,1,0.4,0,1,0,0,0,0.428571428571429,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,1,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21159",0.354838709677419,0.0945454545454545,0,0.2,1,1,0,0.5,0,0.714285714285714,1,0.25,0,0.125,0,0.125,0.125,0,0.125,0.125,0.125,0,0.125,0.0714285714285714,0.692307692307692,1,1,1,1,1,0.142857142857143,1,1,0.142857142857143,1,1,1,0.142857142857143
"21166",0.354838709677419,0.0945454545454545,0,0,1,1,0.6,0.5,1,1,1,0.25,0.125,0.125,0,0,0,0.125,0.125,0.125,0.125,0,0,0.0306122448979592,0.923076923076923,1,1,1,1,1,0.142857142857143,0.142857142857143,0.142857142857143,1,1,1,1,0.142857142857143
"21184",0.354838709677419,0.0945454545454545,0,0.2,1,1,0,0.5,0,0.214285714285714,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"21187",0.354838709677419,0.0945454545454545,0,0.4,1,0,0,0.5,0,0.571428571428571,0,0.25,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.272727272727273,0.333333333333333,1,1,1,1,0.142857142857143,1,1,1,1,1,0.142857142857143
"21188",0.354838709677419,0.0945454545454545,0,0.4,1,0,0,0.5,0,0.571428571428571,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.272727272727273,0.333333333333333,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"21192",0.354838709677419,0.0945454545454545,1,0.6,1,0.2,0,0.5,1,0.785714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,0,0,0.333333333333333,0.428571428571429,1,1,1,1,1,1,1,1,1,0.285714285714286
"21196",0.354838709677419,0.0945454545454545,0,0.2,1,0.2,0,0.5,0,0.571428571428571,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,1,0.363636363636364,0.333333333333333,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"21199",0.354838709677419,0.0945454545454545,0,0.8,1,0.4,0,0.5,0,0.571428571428571,0,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,1,0,0.333333333333333,0.142857142857143,1,1,0.571428571428571,1,1,1,1,1,1,0.142857142857143
"21200",0.354838709677419,0.0945454545454545,1,0.6,0,1,0,0.5,1,0.785714285714286,1,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,0.923076923076923,1,1,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"21219",0.354838709677419,0.1,0,0.2,1,0,0,0.5,0,0.571428571428571,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,1,0.272727272727273,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21225",0.354838709677419,0.1,0,0.6,1,0,0,0.5,0,0.571428571428571,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,1,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.285714285714286
"21231",0.354838709677419,0.1,0,0.4,1,1,0,0.5,1,0.571428571428571,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,0.428571428571429,1,1,1,1,1,1,1,1,1,0.428571428571429
"21234",0.354838709677419,0.1,0,0.4,0,0,0,0.5,0,0.285714285714286,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.272727272727273,0.333333333333333,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"21243",0.354838709677419,0.1,0,0.8,0,0,0,0.5,0,0.571428571428571,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21264",0.354838709677419,0.101818181818182,0,0.2,1,0.2,0,0.5,0,0.5,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,0.0909090909090909,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21267",0.354838709677419,0.101818181818182,0,0,1,1,1,0.5,0,0.571428571428571,1,0,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"21268",0.354838709677419,0.101818181818182,0,0.8,1,1,0.8,0.5,0,0.428571428571429,0,0.25,0,0.125,0,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0,1,0,0.333333333333333,1,1,1,0.142857142857143,0.142857142857143,1,1,1,1,1,0.142857142857143
"21269",0.354838709677419,0.101818181818182,1,1,1,0,0,0.5,1,0.785714285714286,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0,0,0,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1
"21272",0.354838709677419,0.101818181818182,0,0.4,0,0,0,0.5,0,0.571428571428571,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21275",0.354838709677419,0.101818181818182,0,0.2,0,1,1,0.5,0,0.571428571428571,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21280",0.354838709677419,0.101818181818182,1,0.4,1,0.2,0,0.5,1,0.785714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,0.461538461538462,0.272727272727273,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21285",0.354838709677419,0.101818181818182,0,0.6,1,0,0,0.5,0,1,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,1,0.545454545454545,0.333333333333333,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"21295",0.354838709677419,0.101818181818182,1,0.6,1,0,0,0.5,0,0.428571428571429,0,0.25,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.0909090909090909,0.333333333333333,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"21298",0.354838709677419,0.101818181818182,0,0.4,1,0,0,0.5,0,0.428571428571429,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.181818181818182,0.333333333333333,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"21338",0.354838709677419,0.107272727272727,0,0.2,1,0,0,0.5,0,0.571428571428571,1,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"21351",0.354838709677419,0.107272727272727,0,0.8,1,0,0,0.5,0,0.571428571428571,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,1,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21361",0.354838709677419,0.109090909090909,0,0.6,0,0.2,0,0.5,0,0.5,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21363",0.354838709677419,0.109090909090909,1,0.4,0,0,0,0.5,1,0.785714285714286,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0102040816326531,0,0.181818181818182,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1
"21368",0.354838709677419,0.109090909090909,1,0,0,1,0,1,1,0.714285714285714,1,0.125,0.125,0.125,0,0.125,0.125,0.125,0,0.125,0.125,0,0.125,0.0408163265306122,0.0769230769230769,1,1,0.142857142857143,1,1,0.142857142857143,1,1,1,0.142857142857143,1,1,0.142857142857143
"21375",0.354838709677419,0.109090909090909,1,0,1,1,1,1,1,0.714285714285714,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,0.0769230769230769,1,1,1,1,1,0.142857142857143,1,1,1,1,1,1,0
"21376",0.354838709677419,0.109090909090909,0,0.4,0,0,1,0.5,0,0.285714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.454545454545455,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
